cons_id,mp_app_id,mp_app_rank,mp_app_vote,mp_app_vote_percent,party_id
UDN_10,UDN_10_9,3,3405,4.10177,762
UDN_2,UDN_2_1,7,1534,1.61023,709
UDN_2,UDN_2_10,13,221,0.23198,733
UDN_2,UDN_2_11,1,41285,43.33655,705
UDN_2,UDN_2_12,6,2069,2.17181,719
UDN_2,UDN_2_13,4,3992,4.19037,743
UDN_2,UDN_2_14,5,2535,2.66097,762
UDN_2,UDN_2_15,17,99,0.10392,737
UDN_2,UDN_2_16,16,104,0.10917,770
UDN_2,UDN_2_17,15,122,0.12806,765
UDN_2,UDN_2_2,2,29058,30.50196,726
UDN_2,UDN_2_3,11,439,0.46081,739
UDN_2,UDN_2_4,3,6296,6.60886,763
UDN_2,UDN_2_5,12,342,0.35899,706
UDN_2,UDN_2_6,10,450,0.47236,738
UDN_2,UDN_2_7,8,564,0.59203,701
UDN_2,UDN_2_8,14,201,0.21099,769
UDN_2,UDN_2_9,9,466,0.48916,758
UDN_3,UDN_3_1,6,619,0.74607,719
UDN_3,UDN_3_10,4,827,0.99677,763
UDN_3,UDN_3_11,2,20248,24.40459,705
UDN_3,UDN_3_12,11,253,0.30494,770
UDN_3,UDN_3_13,15,0,0,737
UDN_3,UDN_3_14,12,229,0.27601,742
UDN_3,UDN_3_15,14,69,0.08316,765
UDN_3,UDN_3_2,8,416,0.5014,733
UDN_3,UDN_3_3,5,807,0.97266,743
UDN_3,UDN_3_4,3,17654,21.27808,726
UDN_3,UDN_3_5,13,207,0.24949,769
UDN_3,UDN_3_6,9,344,0.41462,761
UDN_3,UDN_3_7,10,326,0.39292,701
UDN_3,UDN_3_8,1,36250,43.69154,762
UDN_3,UDN_3_9,7,465,0.56046,709
UDN_4,UDN_4_1,6,745,0.92617,763
UDN_4,UDN_4_10,16,65,0.08081,761
UDN_4,UDN_4_11,11,209,0.25982,701
UDN_4,UDN_4_12,15,69,0.08578,769
UDN_4,UDN_4_13,13,114,0.14172,742
UDN_4,UDN_4_14,7,445,0.55321,774
UDN_4,UDN_4_15,8,226,0.28096,737
UDN_4,UDN_4_16,14,94,0.11686,770
UDN_4,UDN_4_17,17,29,0.03605,765
UDN_4,UDN_4_2,9,224,0.27847,709
UDN_4,UDN_4_3,10,221,0.27474,738
UDN_4,UDN_4_4,2,19030,23.65768,762
UDN_4,UDN_4_5,1,21475,26.69725,705
UDN_4,UDN_4_6,4,8603,10.69506,726
UDN_4,UDN_4_7,12,208,0.25858,733
UDN_4,UDN_4_8,5,7560,9.39843,743
UDN_4,UDN_4_9,3,18145,22.55747,719
UDN_5,UDN_5_1,3,6656,9.07443,762
UDN_5,UDN_5_10,10,224,0.30539,719
UDN_5,UDN_5_11,13,178,0.24268,761
UDN_5,UDN_5_12,14,141,0.19223,733
UDN_5,UDN_5_13,7,413,0.56306,714
UDN_5,UDN_5_14,16,100,0.13633,737
UDN_5,UDN_5_15,18,0,0,770
UDN_5,UDN_5_16,12,182,0.24813,742
UDN_5,UDN_5_17,15,124,0.16905,783
UDN_5,UDN_5_18,17,54,0.07362,765
UDN_5,UDN_5_2,4,1969,2.68443,763
UDN_5,UDN_5_3,8,397,0.54125,769
UDN_5,UDN_5_4,5,1694,2.30951,743
UDN_5,UDN_5_5,1,36489,49.7471,705
UDN_5,UDN_5_6,2,20298,27.67318,726
UDN_5,UDN_5_7,11,202,0.2754,738
UDN_5,UDN_5_8,9,259,0.35311,701
UDN_5,UDN_5_9,6,679,0.92571,709
UDN_6,UDN_6_1,3,22150,26.1777,726
UDN_6,UDN_6_10,16,92,0.10873,761
UDN_6,UDN_6_11,8,395,0.46683,742
UDN_6,UDN_6_12,15,103,0.12173,769
UDN_6,UDN_6_13,5,1036,1.22438,763
UDN_6,UDN_6_14,7,405,0.47864,737
UDN_6,UDN_6_15,9,373,0.44083,770
UDN_6,UDN_6_16,14,106,0.12527,765
UDN_6,UDN_6_2,10,266,0.31437,709
UDN_6,UDN_6_3,11,258,0.30491,738
UDN_6,UDN_6_4,2,22885,27.04635,705
UDN_6,UDN_6_5,1,27751,32.79717,762
UDN_6,UDN_6_6,6,771,0.9112,706
UDN_6,UDN_6_7,12,226,0.2671,719
UDN_6,UDN_6_8,13,204,0.24109,701
UDN_6,UDN_6_9,4,4362,5.15518,743
UDN_7,UDN_7_1,2,32943,39.21926,726
UDN_7,UDN_7_10,4,3178,3.78347,709
UDN_7,UDN_7_11,9,418,0.49764,701
UDN_7,UDN_7_12,10,356,0.42382,762
UDN_7,UDN_7_13,6,744,0.88575,761
UDN_7,UDN_7_14,14,130,0.15477,742
UDN_7,UDN_7_15,15,127,0.1512,702
UDN_7,UDN_7_16,18,71,0.08453,737
UDN_7,UDN_7_17,16,88,0.10477,770
UDN_7,UDN_7_18,17,76,0.09048,765
UDN_7,UDN_7_2,3,3643,4.33706,763
UDN_7,UDN_7_3,1,33928,40.39192,705
UDN_7,UDN_7_4,7,659,0.78455,706
UDN_7,UDN_7_5,5,2573,3.0632,743
UDN_7,UDN_7_6,13,227,0.27025,769
UDN_7,UDN_7_7,11,315,0.37501,733
UDN_7,UDN_7_8,12,231,0.27501,738
UDN_7,UDN_7_9,8,537,0.63931,719
UDN_8,UDN_8_1,2,24018,29.17284,726
UDN_8,UDN_8_10,8,622,0.7555,709
UDN_8,UDN_8_11,11,436,0.52958,739
UDN_8,UDN_8_12,14,140,0.17005,761
UDN_8,UDN_8_13,13,349,0.4239,770
UDN_8,UDN_8_14,15,132,0.16033,769
UDN_8,UDN_8_15,7,769,0.93405,765
UDN_8,UDN_8_16,16,64,0.07774,737
UDN_8,UDN_8_17,17,45,0.05466,742
UDN_8,UDN_8_2,5,2174,2.64059,763
UDN_8,UDN_8_3,3,10126,12.29928,743
UDN_8,UDN_8_4,12,371,0.45063,738
UDN_8,UDN_8_5,1,33537,40.73485,705
UDN_8,UDN_8_6,10,550,0.66804,701
UDN_8,UDN_8_7,9,555,0.67412,733
UDN_8,UDN_8_8,6,960,1.16604,719
UDN_8,UDN_8_9,4,3544,4.30463,762
UDN_9,UDN_9_1,11,465,0.54211,733
UDN_9,UDN_9_10,4,1911,2.2279,763
UDN_9,UDN_9_11,10,488,0.56892,701
UDN_9,UDN_9_12,8,633,0.73797,737
UDN_9,UDN_9_13,13,224,0.26115,770
UDN_9,UDN_9_14,15,127,0.14806,742
UDN_9,UDN_9_15,14,165,0.19236,765
UDN_9,UDN_9_2,12,346,0.40338,769
UDN_9,UDN_9_3,7,791,0.92217,719
UDN_9,UDN_9_4,5,1835,2.13929,762
UDN_9,UDN_9_5,3,7401,8.62829,743
UDN_9,UDN_9_6,1,43529,50.7473,705
UDN_9,UDN_9_7,9,542,0.63188,709
UDN_9,UDN_9_8,2,21666,25.25881,726
UDN_9,UDN_9_9,6,1103,1.28591,739
UTI_1,UTI_1_1,3,11272,12.22905,705
UTI_1,UTI_1_2,8,492,0.53377,719
UTI_1,UTI_1_3,7,574,0.62274,743
UTI_1,UTI_1_4,1,49464,53.66372,709
UTI_1,UTI_1_5,5,1350,1.46462,701
UTI_1,UTI_1_6,2,15818,17.16102,726
UTI_1,UTI_1_7,4,5146,5.58292,763
UTI_1,UTI_1_8,6,712,0.77245,762
UTI_2,UTI_2_1,2,18690,19.93154,705
UTI_2,UTI_2_2,7,471,0.50229,719
UTI_2,UTI_2_3,6,613,0.65372,743
UTI_2,UTI_2_4,1,43505,46.39494,709
UTI_2,UTI_2_5,5,1528,1.6295,701
UTI_2,UTI_2_6,3,18435,19.6596,726
UTI_2,UTI_2_7,4,3304,3.52348,763
UTI_2,UTI_2_8,8,245,0.26127,762
UTT_1,UTT_1_1,6,717,0.79303,762
UTT_1,UTT_1_2,2,25696,28.42069,709
UTT_1,UTT_1_3,1,32820,36.30009,705
UTT_1,UTT_1_4,3,19857,21.96255,726
UTT_1,UTT_1_5,8,362,0.40038,743
UTT_1,UTT_1_6,5,820,0.90695,701
UTT_1,UTT_1_7,7,396,0.43799,719
UTT_1,UTT_1_8,4,4089,4.52258,763
UTT_1,UTT_1_9,9,269,0.29752,742
UTT_2,UTT_2_1,9,493,0.54836,761
UTT_2,UTT_2_10,10,460,0.51165,762
UTT_2,UTT_2_11,11,231,0.25694,742
UTT_2,UTT_2_2,8,503,0.55948,709
UTT_2,UTT_2_3,7,535,0.59507,714
UTT_2,UTT_2_4,5,845,0.93988,743
UTT_2,UTT_2_5,4,1086,1.20794,701
UTT_2,UTT_2_6,6,651,0.7241,719
UTT_2,UTT_2_7,1,36119,40.17463,705
UTT_2,UTT_2_8,3,20712,23.03765,763
UTT_2,UTT_2_9,2,20936,23.2868,726
UTT_3,UTT_3_1,9,415,0.44873,733
UTT_3,UTT_3_10,10,111,0.12002,742
UTT_3,UTT_3_2,6,1150,1.24346,762
UTT_3,UTT_3_3,7,824,0.89096,709
UTT_3,UTT_3_4,3,12896,13.94403,763
UTT_3,UTT_3_5,4,1543,1.6684,701
UTT_3,UTT_3_6,2,18506,20.00995,726
UTT_3,UTT_3_7,8,654,0.70715,719
UTT_3,UTT_3_8,1,48779,52.74318,705
UTT_3,UTT_3_9,5,1284,1.38835,743
YLA_1,YLA_1_1,13,345,0.34768,739
YLA_1,YLA_1_10,8,737,0.74273,709
YLA_1,YLA_1_11,6,3125,3.14931,747
YLA_1,YLA_1_12,3,17378,17.5132,701
YLA_1,YLA_1_13,4,14871,14.9867,726
YLA_1,YLA_1_14,9,559,0.56335,733
YLA_1,YLA_1_2,12,387,0.39001,721
YLA_1,YLA_1_3,5,7367,7.42432,763
YLA_1,YLA_1_4,11,406,0.40916,762
YLA_1,YLA_1_5,10,424,0.4273,719
YLA_1,YLA_1_6,7,1707,1.72028,705
YLA_1,YLA_1_7,2,20451,20.61011,743
YLA_1,YLA_1_8,1,23682,23.86625,740
YLA_1,YLA_1_9,14,233,0.23481,784
YLA_2,YLA_2_1,7,987,0.98386,747
YLA_2,YLA_2_10,6,1040,1.03669,763
YLA_2,YLA_2_11,1,51946,51.78082,740
YLA_2,YLA_2_12,12,440,0.4386,719
YLA_2,YLA_2_13,13,318,0.31699,721
YLA_2,YLA_2_14,15,133,0.13258,736
YLA_2,YLA_2_15,14,246,0.24522,737
YLA_2,YLA_2_2,8,970,0.96692,733
YLA_2,YLA_2_3,11,453,0.45156,739
YLA_2,YLA_2_4,5,1758,1.75241,701
YLA_2,YLA_2_5,2,24611,24.53274,743
YLA_2,YLA_2_6,9,876,0.87321,705
YLA_2,YLA_2_7,4,2527,2.51896,709
YLA_2,YLA_2_8,10,504,0.5024,762
YLA_2,YLA_2_9,3,6540,6.5192,726
YLA_3,YLA_3_1,5,5286,5.3963,701
YLA_3,YLA_3_10,1,31741,32.40332,740
YLA_3,YLA_3_11,3,16575,16.92086,726
YLA_3,YLA_3_12,14,207,0.21132,733
YLA_3,YLA_3_13,13,210,0.21438,742
YLA_3,YLA_3_14,11,290,0.29605,737
YLA_3,YLA_3_2,7,1098,1.12091,747
YLA_3,YLA_3_3,10,401,0.40937,762
YLA_3,YLA_3_4,4,6270,6.40083,763
YLA_3,YLA_3_5,13,210,0.21438,721
YLA_3,YLA_3_6,9,465,0.4747,719
YLA_3,YLA_3_7,2,24885,25.40426,743
YLA_3,YLA_3_8,8,616,0.62885,709
YLA_3,YLA_3_9,6,2659,2.71448,705
YST_1,YST_1_1,1,53130,48.08536,762
YST_1,YST_1_10,8,341,0.30862,739
YST_1,YST_1_11,5,958,0.86704,743
YST_1,YST_1_12,10,148,0.13395,701
YST_1,YST_1_13,11,128,0.11585,742
YST_1,YST_1_2,6,595,0.53851,709
YST_1,YST_1_3,7,369,0.33396,719
YST_1,YST_1_4,2,25214,22.81996,707
YST_1,YST_1_5,3,13394,12.12225,705
YST_1,YST_1_6,9,193,0.17467,769
YST_1,YST_1_7,4,11714,10.60177,726
YST_1,YST_1_8,12,109,0.09865,712
YST_1,YST_1_9,13,0,0,763
YST_2,YST_2_1,7,406,0.41247,743
YST_2,YST_2_10,13,110,0.11175,769
YST_2,YST_2_11,11,121,0.12293,719
YST_2,YST_2_12,5,1351,1.37252,739
YST_2,YST_2_13,12,116,0.11785,742
YST_2,YST_2_2,10,263,0.26719,712
YST_2,YST_2_3,3,9509,9.66048,726
YST_2,YST_2_4,6,1097,1.11447,763
YST_2,YST_2_5,4,1435,1.45786,709
YST_2,YST_2_6,1,44851,45.56547,705
YST_2,YST_2_7,8,301,0.30579,755
YST_2,YST_2_8,9,277,0.28141,701
YST_2,YST_2_9,2,34581,35.13187,762
YST_3,YST_3_1,10,498,0.47641,701
YST_3,YST_3_10,4,13483,12.89844,707
YST_3,YST_3_11,8,561,0.53668,719
YST_3,YST_3_2,2,25205,24.11223,705
YST_3,YST_3_3,6,1498,1.43305,762
YST_3,YST_3_4,5,4957,4.74209,743
YST_3,YST_3_5,1,37946,36.30085,709
YST_3,YST_3_6,7,821,0.78541,763
YST_3,YST_3_7,9,531,0.50798,712
YST_3,YST_3_8,11,296,0.28317,769
YST_3,YST_3_9,3,14502,13.87326,726
