cons_id,mp_app_id,mp_app_rank,mp_app_vote,percent,party_id
KRI_5,KRI_5_8,7,565,0.69,733
KRI_5,KRI_5_4,8,427,0.52,719
KRI_5,KRI_5_9,9,418,0.51,762
KRI_5,KRI_5_12,10,380,0.46,742
KRI_5,KRI_5_11,11,130,0.16,738
KRI_5,KRI_5_10,12,90,0.11,761
KSN_1,KSN_1_9,1,56559,62.96,705
KSN_1,KSN_1_7,2,23027,25.63,726
KSN_1,KSN_1_4,3,3900,4.34,709
KSN_1,KSN_1_6,4,2481,2.76,763
KSN_1,KSN_1_5,5,976,1.09,762
KSN_1,KSN_1_8,6,891,0.99,743
KSN_1,KSN_1_2,7,557,0.62,719
KSN_1,KSN_1_1,8,487,0.54,761
KSN_1,KSN_1_10,9,465,0.52,701
KSN_1,KSN_1_3,10,292,0.33,769
KSN_1,KSN_1_11,11,201,0.22,765
KSN_1,KSN_1_12,12,0,0,702
KSN_2,KSN_2_4,1,49784,57.15,705
KSN_2,KSN_2_2,2,23495,26.97,762
KSN_2,KSN_2_7,3,10427,11.97,726
KSN_2,KSN_2_6,4,1393,1.6,743
KSN_2,KSN_2_1,5,849,0.97,763
KSN_2,KSN_2_3,6,319,0.37,761
KSN_2,KSN_2_5,7,293,0.34,701
KSN_2,KSN_2_9,8,227,0.26,769
KSN_2,KSN_2_8,9,132,0.15,719
KSN_2,KSN_2_10,10,123,0.14,709
KSN_2,KSN_2_11,11,63,0.07,765
KSN_3,KSN_3_9,1,37044,45.81,743
KSN_3,KSN_3_7,2,21604,26.71,705
KSN_3,KSN_3_2,3,17936,22.18,726
KSN_3,KSN_3_4,4,1444,1.79,763
KSN_3,KSN_3_1,5,981,1.21,719
KSN_3,KSN_3_5,6,551,0.68,701
KSN_3,KSN_3_6,7,503,0.62,709
KSN_3,KSN_3_3,8,356,0.44,769
KSN_3,KSN_3_8,9,302,0.37,761
KSN_3,KSN_3_10,10,150,0.19,737
KSN_4,KSN_4_4,1,31536,35.03,709
KSN_4,KSN_4_3,2,26766,29.73,705
KSN_4,KSN_4_9,3,22020,24.46,726
KSN_4,KSN_4_10,4,5700,6.33,763
KSN_4,KSN_4_7,5,1804,2,743
KSN_4,KSN_4_8,6,594,0.66,762
KSN_4,KSN_4_1,7,563,0.63,701
KSN_4,KSN_4_2,8,386,0.43,769
KSN_4,KSN_4_5,9,300,0.33,719
KSN_4,KSN_4_6,10,207,0.23,761
KSN_4,KSN_4_11,11,154,0.17,737
KSN_4,KSN_4_12,12,0,0,702
KSN_5,KSN_5_8,1,39998,43.71,705
KSN_5,KSN_5_6,2,32286,35.28,743
KSN_5,KSN_5_7,3,15178,16.59,726
KSN_5,KSN_5_12,4,950,1.04,719
KSN_5,KSN_5_1,5,714,0.78,709
KSN_5,KSN_5_4,6,631,0.69,763
KSN_5,KSN_5_5,7,449,0.49,765
KSN_5,KSN_5_10,8,340,0.37,762
KSN_5,KSN_5_3,9,216,0.24,701
KSN_5,KSN_5_15,10,211,0.23,770
KSN_5,KSN_5_2,11,204,0.22,761
KSN_5,KSN_5_13,12,141,0.15,721
KSN_5,KSN_5_11,13,117,0.13,769
KSN_5,KSN_5_14,14,71,0.08,737
KSN_5,KSN_5_16,16,0,0,702
KSN_5,KSN_5_9,16,0,0,707
KSN_6,KSN_6_9,1,44002,49.55,705
KSN_6,KSN_6_7,2,22935,25.83,726
KSN_6,KSN_6_3,3,9596,10.81,743
KSN_6,KSN_6_5,4,5010,5.64,763
KSN_6,KSN_6_6,5,2466,2.78,762
KSN_6,KSN_6_2,6,2285,2.57,709
KSN_6,KSN_6_1,7,1061,1.19,719
KSN_6,KSN_6_4,8,530,0.6,701
KSN_6,KSN_6_8,9,282,0.32,761
KSN_6,KSN_6_12,10,196,0.22,737
KSN_6,KSN_6_14,11,165,0.19,742
KSN_6,KSN_6_11,12,155,0.17,769
KSN_6,KSN_6_10,13,120,0.14,721
KSN_6,KSN_6_13,14,0,0,702
LEI_1,LEI_1_3,1,49831,55.39,705
LEI_1,LEI_1_9,2,24202,26.9,726
LEI_1,LEI_1_4,3,6024,6.7,763
LEI_1,LEI_1_6,4,2981,3.31,709
LEI_1,LEI_1_5,5,2541,2.82,743
LEI_1,LEI_1_1,6,1230,1.37,719
LEI_1,LEI_1_2,7,974,1.08,769
LEI_1,LEI_1_10,8,915,1.02,701
LEI_1,LEI_1_8,9,563,0.63,762
LEI_1,LEI_1_7,10,491,0.55,733
LEI_1,LEI_1_11,11,208,0.23,737
LEI_2,LEI_2_5,1,50421,57.99,705
LEI_2,LEI_2_2,2,20444,23.51,726
LEI_2,LEI_2_8,3,7908,9.1,763
LEI_2,LEI_2_6,4,2463,2.83,743
LEI_2,LEI_2_9,5,1676,1.93,762
LEI_2,LEI_2_7,6,839,0.96,733
LEI_2,LEI_2_1,7,819,0.94,719
LEI_2,LEI_2_3,8,669,0.77,737
LEI_2,LEI_2_4,9,663,0.76,769
LEI_2,LEI_2_12,10,326,0.37,712
LEI_2,LEI_2_10,11,267,0.31,701
LEI_2,LEI_2_13,12,257,0.3,742
LEI_2,LEI_2_11,13,193,0.22,709
LEI_3,LEI_3_2,1,44272,47.51,709
LEI_3,LEI_3_1,2,19962,21.42,726
LEI_3,LEI_3_9,3,19838,21.29,705
LEI_3,LEI_3_4,4,3893,4.18,743
LEI_3,LEI_3_6,5,1765,1.89,763
LEI_3,LEI_3_7,6,896,0.96,762
LEI_3,LEI_3_3,7,717,0.77,719
LEI_3,LEI_3_12,8,690,0.74,742
LEI_3,LEI_3_8,9,640,0.69,701
LEI_3,LEI_3_5,10,238,0.26,733
LEI_3,LEI_3_11,11,182,0.2,737
LEI_3,LEI_3_10,12,97,0.1,769
LEI_4,LEI_4_1,1,45638,52.03,705
LEI_4,LEI_4_6,2,21686,24.72,726
LEI_4,LEI_4_3,3,9500,10.83,743
LEI_4,LEI_4_8,4,2975,3.39,762
LEI_4,LEI_4_2,5,2868,3.27,709
LEI_4,LEI_4_4,6,2259,2.58,763
LEI_4,LEI_4_5,7,1437,1.64,701
LEI_4,LEI_4_11,8,490,0.56,742
LEI_4,LEI_4_9,9,390,0.44,733
LEI_4,LEI_4_7,10,371,0.42,719
LEI_4,LEI_4_10,11,97,0.11,769
LPG_1,LPG_1_8,1,51579,46.08,726
LPG_1,LPG_1_5,2,34747,31.04,705
LPG_1,LPG_1_2,3,8808,7.87,743
LPG_1,LPG_1_6,4,7207,6.44,763
LPG_1,LPG_1_9,5,3994,3.57,709
LPG_1,LPG_1_11,6,1361,1.22,701
LPG_1,LPG_1_1,7,1126,1.01,762
LPG_1,LPG_1_3,8,1081,0.97,719
LPG_1,LPG_1_7,9,587,0.52,738
LPG_1,LPG_1_10,10,571,0.51,706
LPG_1,LPG_1_12,11,478,0.43,733
LPG_1,LPG_1_4,12,406,0.36,721
LPG_2,LPG_2_7,1,41114,37.51,705
LPG_2,LPG_2_6,2,35484,32.37,726
LPG_2,LPG_2_8,3,16919,15.43,743
LPG_2,LPG_2_1,4,8151,7.44,762
LPG_2,LPG_2_10,5,3591,3.28,763
LPG_2,LPG_2_4,6,1037,0.95,701
LPG_2,LPG_2_3,7,809,0.74,719
LPG_2,LPG_2_2,8,714,0.65,709
LPG_2,LPG_2_9,9,704,0.64,706
LPG_2,LPG_2_5,10,576,0.53,721
LPG_2,LPG_2_11,11,523,0.48,733
LPG_3,LPG_3_6,1,41651,37.42,726
LPG_3,LPG_3_3,2,28756,25.83,705
LPG_3,LPG_3_9,3,27786,24.96,743
LPG_3,LPG_3_2,4,5403,4.85,763
LPG_3,LPG_3_10,5,1865,1.68,709
LPG_3,LPG_3_1,6,1602,1.44,719
LPG_3,LPG_3_5,7,1188,1.07,762
LPG_3,LPG_3_12,8,817,0.73,701
LPG_3,LPG_3_4,9,786,0.71,706
LPG_3,LPG_3_8,10,748,0.67,761
LPG_3,LPG_3_7,11,421,0.38,733
LPG_3,LPG_3_11,12,288,0.26,738
LPG_4,LPG_4_5,1,47027,41.61,726
LPG_4,LPG_4_7,2,27962,24.74,705
LPG_4,LPG_4_3,3,15672,13.87,743
LPG_4,LPG_4_9,4,14884,13.17,763
LPG_4,LPG_4_8,5,2731,2.42,709
LPG_4,LPG_4_6,6,1791,1.58,719
LPG_4,LPG_4_4,7,1224,1.08,701
LPG_4,LPG_4_2,8,524,0.46,761
LPG_4,LPG_4_1,9,482,0.43,738
LPG_4,LPG_4_10,10,404,0.36,762
LPG_4,LPG_4_11,11,325,0.29,733
LPN_1,LPN_1_3,1,60127,43.71,726
LPN_1,LPN_1_1,2,28328,20.59,705
LPN_1,LPN_1_9,3,17464,12.69,739
LPN_1,LPN_1_7,4,16233,11.8,743
LPN_1,LPN_1_4,5,6033,4.39,701
LPN_1,LPN_1_6,6,4072,2.96,762
LPN_1,LPN_1_8,7,3404,2.47,763
LPN_1,LPN_1_2,8,887,0.64,709
LPN_1,LPN_1_5,9,587,0.43,719
LPN_1,LPN_1_12,10,235,0.17,742
LPN_1,LPN_1_10,11,199,0.14,737
LPN_1,LPN_1_11,12,0,0,702
LPN_2,LPN_2_2,1,47050,35.81,705
LPN_2,LPN_2_4,2,43266,32.93,726
LPN_2,LPN_2_8,3,28969,22.05,743
LPN_2,LPN_2_1,4,3162,2.41,701
LPN_2,LPN_2_5,5,3074,2.34,763
LPN_2,LPN_2_7,6,1289,0.98,709
LPN_2,LPN_2_3,7,1032,0.79,761
LPN_2,LPN_2_6,8,1010,0.77,762
LPN_2,LPN_2_12,9,1005,0.76,737
LPN_2,LPN_2_9,10,921,0.7,719
LPN_2,LPN_2_11,11,357,0.27,742
LPN_2,LPN_2_10,12,240,0.18,767
LPN_2,LPN_2_13,13,0,0,702
LRI_1,LRI_1_3,1,28405,32.6,705
LRI_1,LRI_1_1,2,25409,29.16,726
LRI_1,LRI_1_9,3,13317,15.28,763
LRI_1,LRI_1_5,4,10884,12.49,743
LRI_1,LRI_1_8,5,6147,7.06,701
LRI_1,LRI_1_7,6,720,0.83,762
LRI_1,LRI_1_2,7,667,0.77,719
LRI_1,LRI_1_4,8,436,0.5,769
LRI_1,LRI_1_13,9,305,0.35,742
LRI_1,LRI_1_10,10,290,0.33,709
LRI_1,LRI_1_6,11,247,0.28,717
LRI_1,LRI_1_11,12,199,0.23,786
LRI_1,LRI_1_12,13,100,0.11,738
LRI_2,LRI_2_9,1,26331,29.95,726
LRI_2,LRI_2_7,2,23041,26.21,763
LRI_2,LRI_2_5,3,16942,19.27,705
LRI_2,LRI_2_4,4,16385,18.64,709
LRI_2,LRI_2_3,5,1687,1.92,743
LRI_2,LRI_2_1,6,1138,1.29,719
LRI_2,LRI_2_6,7,896,1.02,701
LRI_2,LRI_2_2,8,844,0.96,769
LRI_2,LRI_2_8,9,430,0.49,738
LRI_2,LRI_2_10,10,229,0.26,786
LRI_3,LRI_3_7,1,43330,47.46,709
LRI_3,LRI_3_8,2,30123,32.99,705
LRI_3,LRI_3_4,3,13256,14.52,726
LRI_3,LRI_3_5,4,2102,2.3,763
LRI_3,LRI_3_3,5,589,0.65,743
LRI_3,LRI_3_9,6,540,0.59,786
LRI_3,LRI_3_2,7,419,0.46,701
LRI_3,LRI_3_6,8,379,0.42,719
LRI_3,LRI_3_1,9,375,0.41,738
LRI_3,LRI_3_11,10,117,0.13,742
LRI_3,LRI_3_10,11,68,0.07,769
LRI_4,LRI_4_5,1,41413,49.78,709
LRI_4,LRI_4_7,2,18421,22.14,726
LRI_4,LRI_4_3,3,18326,22.03,705
LRI_4,LRI_4_8,4,1992,2.39,763
LRI_4,LRI_4_6,5,664,0.8,743
LRI_4,LRI_4_4,6,629,0.76,717
LRI_4,LRI_4_1,7,504,0.61,719
LRI_4,LRI_4_2,8,450,0.54,701
LRI_4,LRI_4_9,9,441,0.53,721
LRI_4,LRI_4_11,11,130,0.16,769
LRI_4,LRI_4_12,11,130,0.16,742
LRI_4,LRI_4_10,12,93,0.11,786
LRI_5,LRI_5_1,1,41827,48.93,705
LRI_5,LRI_5_8,2,24389,28.53,709
LRI_5,LRI_5_3,3,9634,11.27,726
LRI_5,LRI_5_6,4,6690,7.83,743
LRI_5,LRI_5_4,5,1119,1.31,763
LRI_5,LRI_5_5,6,557,0.65,762
LRI_5,LRI_5_11,7,364,0.43,742
LRI_5,LRI_5_7,8,334,0.39,719
LRI_5,LRI_5_2,9,263,0.31,701
LRI_5,LRI_5_9,10,221,0.26,786
LRI_5,LRI_5_10,11,90,0.11,765
MDH_1,MDH_1_6,1,33514,33.23,743
MDH_1,MDH_1_7,2,28451,28.21,726
MDH_1,MDH_1_5,3,26406,26.19,705
MDH_1,MDH_1_1,4,6106,6.06,762
MDH_1,MDH_1_3,5,2034,2.02,719
MDH_1,MDH_1_2,6,1573,1.56,763
MDH_1,MDH_1_4,7,1332,1.32,709
MDH_1,MDH_1_8,8,640,0.63,701
MDH_1,MDH_1_9,9,410,0.41,742
MDH_1,MDH_1_11,10,151,0.15,769
MDH_1,MDH_1_12,11,126,0.12,727
MDH_1,MDH_1_10,12,99,0.1,712
MDH_2,MDH_2_5,1,28555,29.24,726
MDH_2,MDH_2_4,2,23764,24.33,705
MDH_2,MDH_2_8,3,18572,19.02,743
MDH_2,MDH_2_1,4,13727,14.06,709
MDH_2,MDH_2_2,5,4838,4.95,762
MDH_2,MDH_2_6,6,2669,2.73,719
MDH_2,MDH_2_7,7,1668,1.71,763
MDH_2,MDH_2_10,8,1532,1.57,701
MDH_2,MDH_2_3,9,496,0.51,731
MDH_2,MDH_2_15,10,478,0.49,765
MDH_2,MDH_2_9,11,458,0.47,725
MDH_2,MDH_2_14,12,379,0.39,712
MDH_2,MDH_2_11,13,335,0.34,769
MDH_2,MDH_2_12,14,190,0.19,727
MDH_2,MDH_2_13,15,0,0,742
MKM_1,MKM_1_4,1,30859,33.55,705
MKM_1,MKM_1_13,2,26224,28.51,726
MKM_1,MKM_1_2,3,20479,22.27,743
MKM_1,MKM_1_8,4,4678,5.09,762
MKM_1,MKM_1_10,5,3256,3.54,763
MKM_1,MKM_1_9,6,2449,2.66,709
MKM_1,MKM_1_1,7,1130,1.23,701
MKM_1,MKM_1_7,8,624,0.68,719
MKM_1,MKM_1_14,9,474,0.52,707
MKM_1,MKM_1_5,10,418,0.45,706
MKM_1,MKM_1_12,11,389,0.42,769
MKM_1,MKM_1_3,12,376,0.41,736
MKM_1,MKM_1_6,13,241,0.26,733
MKM_1,MKM_1_11,14,210,0.23,738
MKM_1,MKM_1_16,15,114,0.12,742
MKM_1,MKM_1_15,16,51,0.06,727
MKM_2,MKM_2_7,1,34062,39.74,705
MKM_2,MKM_2_9,2,29338,34.23,743
MKM_2,MKM_2_13,3,17631,20.57,726
MKM_2,MKM_2_12,4,1116,1.3,763
MKM_2,MKM_2_6,5,606,0.71,709
MKM_2,MKM_2_1,6,567,0.66,719
MKM_2,MKM_2_8,7,527,0.61,769
MKM_2,MKM_2_3,8,366,0.43,721
MKM_2,MKM_2_4,9,324,0.38,742
MKM_2,MKM_2_2,10,278,0.32,738
MKM_2,MKM_2_10,11,225,0.26,771
MKM_2,MKM_2_11,13,208,0.24,701
MKM_2,MKM_2_5,13,208,0.24,762
MKM_2,MKM_2_16,14,91,0.11,761
MKM_2,MKM_2_14,15,90,0.11,727
MKM_2,MKM_2_15,16,70,0.08,707
MKM_3,MKM_3_6,1,44122,49.95,709
MKM_3,MKM_3_9,2,33746,38.21,705
MKM_3,MKM_3_13,3,7606,8.61,726
MKM_3,MKM_3_2,4,851,0.96,743
MKM_3,MKM_3_1,5,661,0.75,763
MKM_3,MKM_3_7,6,269,0.3,769
MKM_3,MKM_3_5,7,207,0.23,742
MKM_3,MKM_3_8,8,174,0.2,762
MKM_3,MKM_3_10,9,147,0.17,706
MKM_3,MKM_3_11,10,105,0.12,761
MKM_3,MKM_3_4,11,117,0.13,719
MKM_3,MKM_3_12,12,88,0.1,727
MKM_3,MKM_3_3,13,146,0.17,738
MKM_3,MKM_3_14,14,46,0.05,701
MKM_3,MKM_3_15,15,41,0.05,707
MKM_4,MKM_4_2,1,38744,45.21,705
MKM_4,MKM_4_11,2,31281,36.5,709
MKM_4,MKM_4_10,3,10588,12.35,726
MKM_4,MKM_4_1,4,1542,1.8,763
MKM_4,MKM_4_3,5,909,1.06,743
MKM_4,MKM_4_12,6,762,0.89,719
MKM_4,MKM_4_4,7,454,0.53,701
MKM_4,MKM_4_13,8,401,0.47,707
MKM_4,MKM_4_9,9,341,0.4,762
MKM_4,MKM_4_7,10,248,0.29,738
MKM_4,MKM_4_6,11,211,0.25,727
MKM_4,MKM_4_5,12,127,0.15,742
MKM_4,MKM_4_8,13,93,0.11,769
MKM_5,MKM_5_1,1,45087,48.99,705
MKM_5,MKM_5_7,2,21379,23.23,743
MKM_5,MKM_5_9,3,18570,20.18,726
MKM_5,MKM_5_4,4,3234,3.51,763
MKM_5,MKM_5_3,5,1086,1.18,701
MKM_5,MKM_5_11,6,582,0.63,733
MKM_5,MKM_5_2,7,417,0.45,762
MKM_5,MKM_5_10,8,387,0.42,719
MKM_5,MKM_5_5,9,376,0.41,769
MKM_5,MKM_5_6,10,314,0.34,742
MKM_5,MKM_5_13,11,275,0.3,725
MKM_5,MKM_5_8,12,228,0.25,709
MKM_5,MKM_5_12,13,94,0.1,707
MKM_6,MKM_6_8,1,46765,49.9,705
MKM_6,MKM_6_6,2,27080,28.9,709
MKM_6,MKM_6_1,3,15932,17,726
MKM_6,MKM_6_9,4,1320,1.41,743
MKM_6,MKM_6_2,5,1056,1.13,763
MKM_6,MKM_6_5,6,492,0.53,762
MKM_6,MKM_6_7,7,445,0.47,769
MKM_6,MKM_6_4,8,199,0.21,742
MKM_6,MKM_6_3,9,181,0.19,701
MKM_6,MKM_6_11,10,158,0.17,719
MKM_6,MKM_6_10,11,85,0.09,707
MSN_1,MSN_1_2,1,18772,28.54,743
MSN_1,MSN_1_7,2,13876,21.1,726
MSN_1,MSN_1_6,3,12460,18.94,701
MSN_1,MSN_1_5,4,7510,11.42,763
MSN_1,MSN_1_3,5,6485,9.86,709
MSN_1,MSN_1_4,6,4957,7.54,705
MSN_1,MSN_1_8,7,754,1.15,707
MSN_1,MSN_1_1,8,669,1.02,719
MSN_1,MSN_1_9,9,172,0.26,742
MSN_1,MSN_1_10,10,119,0.18,749
MSN_2,MSN_2_5,1,20346,29.09,701
MSN_2,MSN_2_6,2,17536,25.08,705
MSN_2,MSN_2_10,3,14753,21.1,743
MSN_2,MSN_2_4,4,11596,16.58,726
MSN_2,MSN_2_1,5,1858,2.66,763
MSN_2,MSN_2_2,6,724,1.04,761
MSN_2,MSN_2_9,7,627,0.9,739
MSN_2,MSN_2_7,8,590,0.84,762
MSN_2,MSN_2_8,9,476,0.68,709
MSN_2,MSN_2_3,10,475,0.68,719
MSN_2,MSN_2_13,11,365,0.52,721
MSN_2,MSN_2_11,12,348,0.5,742
MSN_2,MSN_2_12,13,239,0.34,783
NAN_1,NAN_1_6,1,35314,34.35,705
NAN_1,NAN_1_8,2,34088,33.15,726
NAN_1,NAN_1_2,3,22043,21.44,743
NAN_1,NAN_1_5,4,5586,5.43,763
NAN_1,NAN_1_9,5,1497,1.46,701
NAN_1,NAN_1_4,6,1408,1.37,762
NAN_1,NAN_1_1,7,1363,1.33,742
NAN_1,NAN_1_7,8,825,0.8,709
NAN_1,NAN_1_3,9,531,0.52,719
NAN_1,NAN_1_10,10,160,0.16,733
NAN_2,NAN_2_1,1,56746,59.43,705
NAN_2,NAN_2_6,2,22834,23.91,726
NAN_2,NAN_2_5,3,9806,10.27,763
NAN_2,NAN_2_2,4,3147,3.3,743
NAN_2,NAN_2_3,5,1184,1.24,701
NAN_2,NAN_2_8,6,813,0.85,709
NAN_2,NAN_2_4,7,387,0.41,719
NAN_2,NAN_2_9,8,360,0.38,733
NAN_2,NAN_2_10,9,206,0.22,742
NAN_2,NAN_2_7,10,0,0,762
NAN_3,NAN_3_1,1,29379,34.7,705
NAN_3,NAN_3_3,2,26621,31.44,726
NAN_3,NAN_3_8,3,22896,27.04,743
NAN_3,NAN_3_2,4,2193,2.59,763
NAN_3,NAN_3_7,5,949,1.12,762
NAN_3,NAN_3_4,6,880,1.04,701
NAN_3,NAN_3_6,7,750,0.89,709
NAN_3,NAN_3_9,8,570,0.67,733
NAN_3,NAN_3_5,9,438,0.52,719
NBI_1,NBI_1_5,1,45615,45.3,726
NBI_1,NBI_1_2,2,28166,27.97,763
NBI_1,NBI_1_7,3,20640,20.5,705
NBI_1,NBI_1_6,4,1473,1.46,701
NBI_1,NBI_1_3,5,1462,1.45,762
NBI_1,NBI_1_1,6,1037,1.03,709
NBI_1,NBI_1_8,7,1018,1.01,719
NBI_1,NBI_1_4,8,842,0.84,743
NBI_1,NBI_1_10,9,445,0.44,769
NBI_1,NBI_1_9,10,0,0,727
NBI_2,NBI_2_7,1,39086,43.43,726
NBI_2,NBI_2_5,2,25079,27.86,763
NBI_2,NBI_2_8,3,19423,21.58,705
NBI_2,NBI_2_6,4,2473,2.75,762
NBI_2,NBI_2_2,5,1520,1.69,701
NBI_2,NBI_2_4,6,666,0.74,743
NBI_2,NBI_2_9,7,640,0.71,769
NBI_2,NBI_2_3,8,611,0.68,719
NBI_2,NBI_2_1,9,333,0.37,764
NBI_2,NBI_2_11,10,103,0.11,742
NBI_2,NBI_2_10,11,72,0.08,727
NBI_3,NBI_3_3,1,44369,44.23,726
NBI_3,NBI_3_7,2,25626,25.55,763
NBI_3,NBI_3_5,3,17148,17.09,705
NBI_3,NBI_3_9,4,5334,5.32,762
NBI_3,NBI_3_8,5,3361,3.35,743
NBI_3,NBI_3_6,6,1636,1.63,701
NBI_3,NBI_3_1,7,1101,1.1,719
NBI_3,NBI_3_2,8,774,0.77,709
NBI_3,NBI_3_4,9,367,0.37,727
NBI_3,NBI_3_11,10,332,0.33,769
NBI_3,NBI_3_12,11,176,0.18,742
NBI_3,NBI_3_10,12,88,0.09,745
NBI_4,NBI_4_2,1,36249,39.7,726
NBI_4,NBI_4_8,2,25442,27.86,763
NBI_4,NBI_4_5,3,24446,26.77,705
NBI_4,NBI_4_6,4,1395,1.53,701
NBI_4,NBI_4_1,5,850,0.93,762
NBI_4,NBI_4_7,6,749,0.82,709
NBI_4,NBI_4_9,7,611,0.67,743
NBI_4,NBI_4_10,8,579,0.63,719
NBI_4,NBI_4_4,9,433,0.47,733
NBI_4,NBI_4_11,10,282,0.31,769
NBI_4,NBI_4_3,11,281,0.31,727
NBI_5,NBI_5_1,1,48055,50.91,726
NBI_5,NBI_5_6,2,19897,21.08,705
NBI_5,NBI_5_2,3,14684,15.56,763
NBI_5,NBI_5_3,4,4618,4.89,743
NBI_5,NBI_5_4,5,3469,3.68,701
NBI_5,NBI_5_7,6,2145,2.27,709
NBI_5,NBI_5_8,7,856,0.91,719
NBI_5,NBI_5_9,8,669,0.71,769
NBI_5,NBI_5_5,9,0,0,727
NBI_6,NBI_6_1,1,48169,47.71,726
NBI_6,NBI_6_2,2,24252,24.02,763
NBI_6,NBI_6_6,3,23508,23.28,705
NBI_6,NBI_6_5,4,1557,1.54,743
NBI_6,NBI_6_3,5,1454,1.44,701
NBI_6,NBI_6_4,6,785,0.78,719
NBI_6,NBI_6_7,7,590,0.58,709
NBI_6,NBI_6_9,8,467,0.46,769
NBI_6,NBI_6_8,9,176,0.17,727
NBI_7,NBI_7_7,1,41356,41.38,726
NBI_7,NBI_7_8,2,16098,16.11,705
NBI_7,NBI_7_6,3,12854,12.86,701
NBI_7,NBI_7_9,4,11299,11.31,709
NBI_7,NBI_7_2,5,10679,10.68,763
NBI_7,NBI_7_1,6,5567,5.57,743
NBI_7,NBI_7_3,7,880,0.88,706
NBI_7,NBI_7_5,8,748,0.75,719
NBI_7,NBI_7_4,9,236,0.24,727
NBI_7,NBI_7_10,10,227,0.23,769
NBI_8,NBI_8_3,1,41734,43.37,726
NBI_8,NBI_8_4,2,24335,25.29,705
NBI_8,NBI_8_6,3,14090,14.64,709
NBI_8,NBI_8_2,4,11475,11.93,763
NBI_8,NBI_8_7,5,1868,1.94,701
NBI_8,NBI_8_1,6,1049,1.09,762
NBI_8,NBI_8_5,7,918,0.95,719
NBI_8,NBI_8_11,8,469,0.49,743
NBI_8,NBI_8_10,9,283,0.29,769
NBI_8,NBI_8_8,11,0,0,727
NBI_8,NBI_8_9,11,0,0,745
NBP_1,NBP_1_9,1,26309,29.14,705
NBP_1,NBP_1_7,2,25377,28.11,743
NBP_1,NBP_1_6,3,21795,24.14,726
NBP_1,NBP_1_4,4,7551,8.36,709
NBP_1,NBP_1_8,5,4890,5.42,762
NBP_1,NBP_1_2,6,2243,2.48,763
NBP_1,NBP_1_5,7,637,0.71,739
NBP_1,NBP_1_1,8,536,0.59,701
NBP_1,NBP_1_10,9,456,0.51,719
NBP_1,NBP_1_13,10,195,0.22,742
NBP_1,NBP_1_12,11,177,0.2,725
NBP_1,NBP_1_11,12,118,0.13,769
NBP_1,NBP_1_3,13,0,0,761
NBP_2,NBP_2_3,1,32247,37.8,705
NBP_2,NBP_2_2,2,21661,25.39,762
NBP_2,NBP_2_7,3,17344,20.33,726
NBP_2,NBP_2_6,4,7030,8.24,743
NBP_2,NBP_2_1,5,2649,3.1,721
NBP_2,NBP_2_8,6,1982,2.32,763
NBP_2,NBP_2_13,7,602,0.71,737
NBP_2,NBP_2_12,8,566,0.66,719
NBP_2,NBP_2_9,9,421,0.49,701
NBP_2,NBP_2_4,10,308,0.36,709
NBP_2,NBP_2_5,11,198,0.23,781
NBP_2,NBP_2_11,12,137,0.16,769
NBP_2,NBP_2_10,13,128,0.15,779
NBP_2,NBP_2_14,14,43,0.05,742
NBP_3,NBP_3_4,1,32252,38.84,705
NBP_3,NBP_3_3,2,20869,25.13,762
NBP_3,NBP_3_8,3,14575,17.55,726
NBP_3,NBP_3_6,4,10002,12.04,743
NBP_3,NBP_3_7,5,1883,2.27,709
NBP_3,NBP_3_1,6,1237,1.49,763
NBP_3,NBP_3_9,7,521,0.63,701
NBP_3,NBP_3_13,8,475,0.57,725
NBP_3,NBP_3_2,9,391,0.47,761
NBP_3,NBP_3_5,10,360,0.43,781
NBP_3,NBP_3_10,11,274,0.33,719
NBP_3,NBP_3_11,12,110,0.13,769
NBP_3,NBP_3_12,13,94,0.11,737
NKI_1,NKI_1_8,1,33078,36.1,743
NKI_1,NKI_1_6,2,25783,28.14,705
NKI_1,NKI_1_10,3,23909,26.09,726
NKI_1,NKI_1_9,4,2930,3.2,709
NKI_1,NKI_1_1,5,1854,2.02,762
NKI_1,NKI_1_3,6,1469,1.6,763
NKI_1,NKI_1_11,7,787,0.86,769
NKI_1,NKI_1_7,8,614,0.67,701
NKI_1,NKI_1_5,9,533,0.58,719
NKI_1,NKI_1_4,10,243,0.27,725
NKI_1,NKI_1_2,11,233,0.25,761
NKI_1,NKI_1_12,12,193,0.21,742
NKI_2,NKI_2_9,1,33527,40.84,705
NKI_2,NKI_2_4,2,26450,32.22,709
NKI_2,NKI_2_8,3,17000,20.71,726
NKI_2,NKI_2_2,4,1714,2.09,762
NKI_2,NKI_2_10,5,1111,1.35,763
NKI_2,NKI_2_6,6,514,0.63,719
NKI_2,NKI_2_3,7,509,0.62,743
NKI_2,NKI_2_7,8,416,0.51,769
NKI_2,NKI_2_5,9,370,0.45,701
NKI_2,NKI_2_1,10,342,0.42,725
NKI_2,NKI_2_11,11,131,0.16,712
NKI_3,NKI_3_4,1,32539,37.25,705
NKI_3,NKI_3_1,2,24909,28.52,726
NKI_3,NKI_3_9,3,23806,27.26,743
NKI_3,NKI_3_13,4,1132,1.3,763
NKI_3,NKI_3_5,5,748,0.86,762
NKI_3,NKI_3_3,6,574,0.66,761
NKI_3,NKI_3_10,7,880,1.01,709
